| name                            | title                               | level | facing   | categories   | description                                                   | detail                                                                                                                                   | remediation                                                                                              | metadata                                                                         | cache_key                                                                                              |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.update_post_comments_count\` has a role mutable search_path                                                            | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"update_post_comments_count","type":"function","schema":"public"}        | function_search_path_mutable_public_update_post_comments_count_7baec9706c815fef53b31e476b8162e5        |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.update_follow_counts\` has a role mutable search_path                                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"update_follow_counts","type":"function","schema":"public"}              | function_search_path_mutable_public_update_follow_counts_a5c4f76d9b11d9daf7047ba7e2d8f926              |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.increment_likes_count\` has a role mutable search_path                                                                 | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"increment_likes_count","type":"function","schema":"public"}             | function_search_path_mutable_public_increment_likes_count_6f6f9fb0a2d309c2fa2a5364604e5c74             |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.decrement_likes_count\` has a role mutable search_path                                                                 | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"decrement_likes_count","type":"function","schema":"public"}             | function_search_path_mutable_public_decrement_likes_count_89fbb54c595fe788b3e1283cc1634cbc             |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.update_reel_likes_count\` has a role mutable search_path                                                               | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"update_reel_likes_count","type":"function","schema":"public"}           | function_search_path_mutable_public_update_reel_likes_count_b54fc4e71b2dd62ba705372df9dae9d1           |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.increment_comments_count\` has a role mutable search_path                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"increment_comments_count","type":"function","schema":"public"}          | function_search_path_mutable_public_increment_comments_count_9a5be74bc20a1d57793528a2d32a4b64          |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.decrement_comments_count\` has a role mutable search_path                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"decrement_comments_count","type":"function","schema":"public"}          | function_search_path_mutable_public_decrement_comments_count_a080896b18031540632f30f62a56de02          |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.increment_followers_count\` has a role mutable search_path                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"increment_followers_count","type":"function","schema":"public"}         | function_search_path_mutable_public_increment_followers_count_aa7c5ab5a1cb79601b44be2a260e5f48         |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.decrement_followers_count\` has a role mutable search_path                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"decrement_followers_count","type":"function","schema":"public"}         | function_search_path_mutable_public_decrement_followers_count_ff497e5cbea5b91ffe74316f1efd163d         |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.increment_following_count\` has a role mutable search_path                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"increment_following_count","type":"function","schema":"public"}         | function_search_path_mutable_public_increment_following_count_53e893e6778d9502f601cd3639b798dd         |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.decrement_following_count\` has a role mutable search_path                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"decrement_following_count","type":"function","schema":"public"}         | function_search_path_mutable_public_decrement_following_count_bfecd12ff9888900f9e2245aa33fb476         |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.increment_posts_count\` has a role mutable search_path                                                                 | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"increment_posts_count","type":"function","schema":"public"}             | function_search_path_mutable_public_increment_posts_count_e788b82741b81ab0bfdba88009874651             |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.decrement_posts_count\` has a role mutable search_path                                                                 | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"decrement_posts_count","type":"function","schema":"public"}             | function_search_path_mutable_public_decrement_posts_count_16b7ea2639eb2ce97909135ff9953b9a             |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.update_message\` has a role mutable search_path                                                                        | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"update_message","type":"function","schema":"public"}                    | function_search_path_mutable_public_update_message_69817edac56178ada96578b1e850de26                    |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.delete_message\` has a role mutable search_path                                                                        | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"delete_message","type":"function","schema":"public"}                    | function_search_path_mutable_public_delete_message_801cea0fa04af8c9ec5739bb3f1ab8d8                    |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.increment_followers_count\` has a role mutable search_path                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"increment_followers_count","type":"function","schema":"public"}         | function_search_path_mutable_public_increment_followers_count_4acafc0cff810e361d8bedab37864518         |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.decrement_followers_count\` has a role mutable search_path                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"decrement_followers_count","type":"function","schema":"public"}         | function_search_path_mutable_public_decrement_followers_count_3df308ed7333ca5fbed3f42a42830a7a         |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.update_user_statistics_updated_at\` has a role mutable search_path                                                     | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"update_user_statistics_updated_at","type":"function","schema":"public"} | function_search_path_mutable_public_update_user_statistics_updated_at_10ff09e0d1433006b865e7959e736c46 |
| auth_leaked_password_protection | Leaked Password Protection Disabled | WARN  | EXTERNAL | ["SECURITY"] | Leaked password protection is currently disabled.             | Supabase Auth prevents the use of compromised passwords by checking against HaveIBeenPwned.org. Enable this feature to enhance security. | https://supabase.com/docs/guides/auth/password-security#password-strength-and-leaked-password-protection | {"type":"auth","entity":"Auth"}                                                  | auth_leaked_password_protection                                                                        |
